ProteinA,ProteinB
NONHSAT001652,Q9H633
NONHSAT001652,Q9HCE1
NONHSAT001652,Q9HCJ0
NONHSAT001652,Q9UKL0
NONHSAT001652,Q9UPQ9
NONHSAT001652,P56178
NONHSAT001652,P08151
NONHSAT001652,Q9H9S0
NONHSAT001652,Q99988
NONHSAT001652,P25490
NONHSAT001652,P49711
NONHSAT001652,P31260
NONHSAT001652,Q00839
NONHSAT001652,P49913
NONHSAT001652,Q15465
NONHSAT001652,P48431
NONHSAT001652,O43184
NONHSAT001652,Q7RTS3
NONHSAT001652,P78509
NONHSAT001945,O15042
NONHSAT001945,O60306
NONHSAT001945,O60341
NONHSAT001945,O95707
NONHSAT001945,P01189
NONHSAT001945,P01344
NONHSAT001945,P04150
NONHSAT001945,P04637
NONHSAT001945,P05455
NONHSAT001945,P07910
NONHSAT001945,P09132
NONHSAT001945,P14210
NONHSAT001945,P14859
NONHSAT001945,P23246
NONHSAT001945,P35453
NONHSAT001945,P55899
NONHSAT001945,P61011
NONHSAT001945,P62140
NONHSAT001945,P78345
NONHSAT001945,P84243
NONHSAT001945,Q01844
NONHSAT001945,Q13285
NONHSAT001945,Q13952
NONHSAT001945,Q15233
NONHSAT001945,Q15287
NONHSAT001945,Q15910
NONHSAT001945,Q4G0J3
NONHSAT001945,Q8IUX4
NONHSAT001945,Q8IYB3
NONHSAT001945,Q8WXF1
NONHSAT001945,Q92994
NONHSAT001945,Q96BK5
NONHSAT001945,Q96PU8
NONHSAT001945,Q99575
NONHSAT001945,Q9H633
NONHSAT001945,Q9HCE1
NONHSAT001945,Q9HCJ0
NONHSAT001945,Q9UKL0
NONHSAT001945,Q9UPQ9
NONHSAT001945,P56178
NONHSAT001945,P08151
NONHSAT001945,Q9H9S0
NONHSAT001945,Q99988
NONHSAT001945,P25490
NONHSAT001945,P49711
NONHSAT001945,P31260
NONHSAT001945,Q00839
NONHSAT001945,P49913
NONHSAT001945,Q15465
NONHSAT001945,P48431
NONHSAT001945,O43184
NONHSAT001945,Q7RTS3
NONHSAT001945,P78509
NONHSAT001953,O15042
NONHSAT001953,O60306
NONHSAT001953,O60341
NONHSAT001953,O95707
NONHSAT001953,P01189
NONHSAT001953,P01344
NONHSAT001953,P04150
NONHSAT001953,P04637
NONHSAT001953,P05455
NONHSAT001953,P07910
NONHSAT001953,P09132
NONHSAT001953,P14210
NONHSAT001953,P14859
NONHSAT001953,P23246
NONHSAT001953,P35453
NONHSAT001953,P55899
NONHSAT001953,P61011
NONHSAT001953,P62140
NONHSAT001953,P78345
NONHSAT001953,P84243
NONHSAT001953,Q01844
NONHSAT001953,Q13285
NONHSAT001953,Q13952
NONHSAT001953,Q15233
NONHSAT001953,Q15287
NONHSAT001953,Q15910
NONHSAT001953,Q4G0J3
NONHSAT001953,Q8IUX4
NONHSAT001953,Q8IYB3
NONHSAT001953,Q8WXF1
NONHSAT001953,Q92994
NONHSAT001953,Q96BK5
NONHSAT001953,Q96PU8
NONHSAT001953,Q99575
NONHSAT001953,Q9H633
NONHSAT001953,Q9HCE1
NONHSAT001953,Q9HCJ0
NONHSAT001953,Q9UKL0
NONHSAT001953,Q9UPQ9
NONHSAT001953,P56178
NONHSAT001953,P08151
NONHSAT001953,Q9H9S0
NONHSAT001953,Q99988
NONHSAT001953,P25490
NONHSAT001953,P49711
NONHSAT001953,P31260
NONHSAT001953,Q00839
NONHSAT001953,P49913
NONHSAT001953,Q15465
NONHSAT001953,P48431
NONHSAT001953,O43184
NONHSAT001953,Q7RTS3
NONHSAT001953,P78509
NONHSAT001968,O15042
NONHSAT001968,O60306
NONHSAT001968,O60341
NONHSAT001968,O95707
NONHSAT001968,P01189
NONHSAT001968,P01344
NONHSAT001968,P04150
NONHSAT001968,P04637
NONHSAT001968,P05455
NONHSAT001968,P07910
NONHSAT001968,P09132
NONHSAT001968,P14210
NONHSAT001968,P14859
NONHSAT001968,P23246
NONHSAT001968,P35453
NONHSAT001968,P55899
NONHSAT001968,P61011
NONHSAT001968,P62140
NONHSAT001968,P78345
NONHSAT001968,P84243
NONHSAT001968,Q01844
NONHSAT001968,Q13285
NONHSAT001968,Q13952
NONHSAT001968,Q15233
NONHSAT001968,Q15287
NONHSAT001968,Q15910
NONHSAT001968,Q4G0J3
NONHSAT001968,Q8IUX4
NONHSAT001968,Q8IYB3
NONHSAT001968,Q8WXF1
NONHSAT001968,Q92994
NONHSAT001968,Q96BK5
NONHSAT001968,Q96PU8
NONHSAT001968,Q99575
NONHSAT001968,Q9H633
NONHSAT001968,Q9HCE1
NONHSAT001968,Q9HCJ0
NONHSAT001968,Q9UKL0
NONHSAT001968,Q9UPQ9
NONHSAT001968,P56178
NONHSAT001968,P08151
NONHSAT001968,Q9H9S0
NONHSAT001968,Q99988
NONHSAT001968,P25490
NONHSAT001968,P49711
NONHSAT001968,P31260
NONHSAT001968,Q00839
NONHSAT001968,P49913
NONHSAT001968,Q15465
NONHSAT001968,P48431
NONHSAT001968,O43184
NONHSAT001968,Q7RTS3
NONHSAT001968,P78509
NONHSAT001969,O15042
NONHSAT001969,O60306
NONHSAT001969,O60341
NONHSAT001969,O95707
NONHSAT001969,P01189
NONHSAT001969,P01344
NONHSAT001969,P04150
NONHSAT001969,P04637
NONHSAT001969,P05455
NONHSAT001969,P07910
NONHSAT001969,P09132
NONHSAT001969,P14210
NONHSAT001969,P14859
NONHSAT001969,P23246
NONHSAT001969,P35453
NONHSAT001969,P55899
NONHSAT001969,P61011
NONHSAT001969,P62140
NONHSAT001969,P78345
NONHSAT001969,P84243
NONHSAT001969,Q01844
NONHSAT001969,Q13285
NONHSAT001969,Q13952
NONHSAT001969,Q15233
NONHSAT001969,Q15287
NONHSAT001969,Q15910
NONHSAT001969,Q4G0J3
NONHSAT001969,Q8IUX4
NONHSAT001969,Q8IYB3
NONHSAT001969,Q8WXF1
NONHSAT001969,Q92994
NONHSAT001969,Q96BK5
NONHSAT001969,Q96PU8
NONHSAT001969,Q99575
NONHSAT001969,Q9H633
NONHSAT001969,Q9HCE1
NONHSAT001969,Q9HCJ0
NONHSAT001969,Q9UKL0
NONHSAT001969,Q9UPQ9
NONHSAT001969,P56178
NONHSAT001969,P08151
NONHSAT001969,Q9H9S0
NONHSAT001969,Q99988
NONHSAT001969,P25490
NONHSAT001969,P49711
NONHSAT001969,P31260
NONHSAT001969,Q00839
NONHSAT001969,P49913
NONHSAT001969,Q15465
NONHSAT001969,P48431
NONHSAT001969,O43184
NONHSAT001969,Q7RTS3
NONHSAT001969,P78509
NONHSAT001993,O15042
NONHSAT001993,O60306
NONHSAT001993,O60341
NONHSAT001993,O95707
NONHSAT001993,P01189
NONHSAT001993,P01344
NONHSAT001993,P04150
NONHSAT001993,P04637
NONHSAT001993,P05455
NONHSAT001993,P07910
NONHSAT001993,P09132
NONHSAT001993,P14210
NONHSAT001993,P14859
NONHSAT001993,P23246
NONHSAT001993,P35453
NONHSAT001993,P55899
NONHSAT001993,P61011
NONHSAT001993,P62140
NONHSAT001993,P78345
NONHSAT001993,P84243
NONHSAT001993,Q01844
NONHSAT001993,Q13285
NONHSAT001993,Q13952
NONHSAT001993,Q15233
NONHSAT001993,Q15287
NONHSAT001993,Q15910
NONHSAT001993,Q4G0J3
NONHSAT001993,Q8IUX4
NONHSAT001993,Q8IYB3
NONHSAT001993,Q8WXF1
NONHSAT001993,Q92994
NONHSAT001993,Q96BK5
NONHSAT001993,Q96PU8
NONHSAT001993,Q99575
NONHSAT001993,Q9H633
NONHSAT001993,Q9HCE1
NONHSAT001993,Q9HCJ0
NONHSAT001993,Q9UKL0
NONHSAT001993,Q9UPQ9
NONHSAT001993,P56178
NONHSAT001993,P08151
NONHSAT001993,Q9H9S0
NONHSAT001993,Q99988
NONHSAT001993,P25490
NONHSAT001993,P49711
NONHSAT001993,P31260
NONHSAT001993,Q00839
NONHSAT001993,P49913
NONHSAT001993,Q15465
NONHSAT001993,P48431
NONHSAT001993,O43184
NONHSAT001993,Q7RTS3
NONHSAT001993,P78509
NONHSAT002153,O15042
NONHSAT002153,O60306
NONHSAT002153,O60341
NONHSAT002153,O95707
NONHSAT002153,P01189
NONHSAT002153,P01344
NONHSAT002153,P04150
NONHSAT002153,P04637
NONHSAT002153,P05455
NONHSAT002153,P07910
NONHSAT002153,P09132
NONHSAT002153,P14210
NONHSAT002153,P14859
NONHSAT002153,P23246
NONHSAT002153,P35453
NONHSAT002153,P55899
NONHSAT002153,P61011
NONHSAT002153,P62140
NONHSAT002153,P78345
NONHSAT002153,P84243
NONHSAT002153,Q01844
NONHSAT002153,Q13285
NONHSAT002153,Q13952
NONHSAT002153,Q15233
NONHSAT002153,Q15287
NONHSAT002153,Q15910
NONHSAT002153,Q4G0J3
NONHSAT002153,Q8IUX4
NONHSAT002153,Q8IYB3
NONHSAT002153,Q8WXF1
NONHSAT002153,Q92994
NONHSAT002153,Q96BK5
NONHSAT002153,Q96PU8
NONHSAT002153,Q99575
NONHSAT002153,Q9H633
NONHSAT002153,Q9HCE1
NONHSAT002153,Q9HCJ0
NONHSAT002153,Q9UKL0
NONHSAT002153,Q9UPQ9
NONHSAT002153,P56178
NONHSAT002153,P08151
NONHSAT002153,Q9H9S0
NONHSAT002153,Q99988
NONHSAT002153,P25490
NONHSAT002153,P49711
NONHSAT002153,P31260
NONHSAT002153,Q00839
NONHSAT002153,P49913
NONHSAT002153,Q15465
NONHSAT002153,P48431
NONHSAT002153,O43184
NONHSAT002153,Q7RTS3
NONHSAT002153,P78509
NONHSAT002344,O15042
NONHSAT002344,O60306
NONHSAT002344,O60341
NONHSAT002344,O95707
NONHSAT002344,P01189
NONHSAT002344,P01344
NONHSAT002344,P04150
NONHSAT002344,P04637
NONHSAT002344,P05455
NONHSAT002344,P07910
NONHSAT002344,P09132
NONHSAT002344,P14210
NONHSAT002344,P14859
NONHSAT002344,P23246
NONHSAT002344,P35453
NONHSAT002344,P55899
NONHSAT002344,P61011
NONHSAT002344,P62140
NONHSAT002344,P78345
NONHSAT002344,P84243
NONHSAT002344,Q01844
NONHSAT002344,Q13285
NONHSAT002344,Q13952
NONHSAT002344,Q15233
NONHSAT002344,Q15287
NONHSAT002344,Q15910
NONHSAT002344,Q4G0J3
NONHSAT002344,Q8IUX4
NONHSAT002344,Q8IYB3
NONHSAT002344,Q8WXF1
NONHSAT002344,Q92994
NONHSAT002344,Q96BK5
NONHSAT002344,Q96PU8
NONHSAT002344,Q99575
NONHSAT002344,Q9H633
NONHSAT002344,Q9HCE1
NONHSAT002344,Q9HCJ0
NONHSAT002344,Q9UKL0
NONHSAT002344,Q9UPQ9
NONHSAT002344,P56178
NONHSAT002344,P08151
NONHSAT002344,Q9H9S0
NONHSAT002344,Q99988
NONHSAT002344,P25490
NONHSAT002344,P49711
NONHSAT002344,P31260
NONHSAT002344,Q00839
NONHSAT002344,P49913
NONHSAT002344,Q15465
NONHSAT002344,P48431
NONHSAT002344,O43184
NONHSAT002344,Q7RTS3
NONHSAT002344,P78509
NONHSAT002390,O15042
NONHSAT002390,O60306
NONHSAT002390,O60341
NONHSAT002390,O95707
NONHSAT002390,P01189
NONHSAT002390,P01344
NONHSAT002390,P04150
NONHSAT002390,P04637
NONHSAT002390,P05455
NONHSAT002390,P07910
NONHSAT002390,P09132
NONHSAT002390,P14210
NONHSAT002390,P14859
NONHSAT002390,P23246
NONHSAT002390,P35453
NONHSAT002390,P55899
NONHSAT002390,P61011
NONHSAT002390,P62140
NONHSAT002390,P78345
NONHSAT002390,P84243
NONHSAT002390,Q01844
NONHSAT002390,Q13285
NONHSAT002390,Q13952
NONHSAT002390,Q15233
NONHSAT002390,Q15287
NONHSAT002390,Q15910
NONHSAT002390,Q4G0J3
NONHSAT002390,Q8IUX4
NONHSAT002390,Q8IYB3
NONHSAT002390,Q8WXF1
NONHSAT002390,Q92994
NONHSAT002390,Q96BK5
NONHSAT002390,Q96PU8
NONHSAT002390,Q99575
NONHSAT002390,Q9H633
NONHSAT002390,Q9HCE1
NONHSAT002390,Q9HCJ0
NONHSAT002390,Q9UKL0
NONHSAT002390,Q9UPQ9
NONHSAT002390,P56178
NONHSAT002390,P08151
NONHSAT002390,Q9H9S0
NONHSAT002390,Q99988
NONHSAT002390,P25490
NONHSAT002390,P49711
NONHSAT002390,P31260
NONHSAT002390,Q00839
NONHSAT002390,P49913
NONHSAT002390,Q15465
NONHSAT002390,P48431
NONHSAT002390,O43184
NONHSAT002390,Q7RTS3
NONHSAT002390,P78509
NONHSAT002564,O15042
NONHSAT002564,O60306
NONHSAT002564,O60341
NONHSAT002564,O95707
NONHSAT002564,P01189
NONHSAT002564,P01344
NONHSAT002564,P04150
NONHSAT002564,P04637
NONHSAT002564,P05455
NONHSAT002564,P07910
NONHSAT002564,P09132
NONHSAT002564,P14210
NONHSAT002564,P14859
NONHSAT002564,P23246
NONHSAT002564,P35453
NONHSAT002564,P55899
NONHSAT002564,P61011
NONHSAT002564,P62140
NONHSAT002564,P78345
NONHSAT002564,P84243
NONHSAT002564,Q01844
NONHSAT002564,Q13285
NONHSAT002564,Q13952
NONHSAT002564,Q15233
NONHSAT002564,Q15287
NONHSAT002564,Q15910
NONHSAT002564,Q4G0J3
NONHSAT002564,Q8IUX4
NONHSAT002564,Q8IYB3
NONHSAT002564,Q8WXF1
NONHSAT002564,Q92994
NONHSAT002564,Q96BK5
NONHSAT002564,Q96PU8
NONHSAT002564,Q99575
NONHSAT002564,Q9H633
NONHSAT002564,Q9HCE1
NONHSAT002564,Q9HCJ0
NONHSAT002564,Q9UKL0
NONHSAT002564,Q9UPQ9
NONHSAT002564,P56178
NONHSAT002564,P08151
NONHSAT002564,Q9H9S0
NONHSAT002564,Q99988
NONHSAT002564,P25490
NONHSAT002564,P49711
NONHSAT002564,P31260
NONHSAT002564,Q00839
NONHSAT002564,P49913
NONHSAT002564,Q15465
NONHSAT002564,P48431
NONHSAT002564,O43184
NONHSAT002564,Q7RTS3
NONHSAT002564,P78509
NONHSAT002627,O15042
NONHSAT002627,O60306
NONHSAT002627,O60341
NONHSAT002627,O95707
NONHSAT002627,P01189
NONHSAT002627,P01344
NONHSAT002627,P04150
NONHSAT002627,P04637
NONHSAT002627,P05455
NONHSAT002627,P07910
NONHSAT002627,P09132
NONHSAT002627,P14210
NONHSAT002627,P14859
NONHSAT002627,P23246
NONHSAT002627,P35453
NONHSAT002627,P55899
NONHSAT002627,P61011
NONHSAT002627,P62140
NONHSAT002627,P78345
NONHSAT002627,P84243
NONHSAT002627,Q01844
NONHSAT002627,Q13285
NONHSAT002627,Q13952
NONHSAT002627,Q15233
NONHSAT002627,Q15287
NONHSAT002627,Q15910
NONHSAT002627,Q4G0J3
NONHSAT002627,Q8IUX4
NONHSAT002627,Q8IYB3
NONHSAT002627,Q8WXF1
NONHSAT002627,Q92994
NONHSAT002627,Q96BK5
NONHSAT002627,Q96PU8
NONHSAT002627,Q99575
NONHSAT002627,Q9H633
NONHSAT002627,Q9HCE1
NONHSAT002627,Q9HCJ0
NONHSAT002627,Q9UKL0
NONHSAT002627,Q9UPQ9
NONHSAT002627,P56178
NONHSAT002627,P08151
NONHSAT002627,Q9H9S0
NONHSAT002627,Q99988
NONHSAT002627,P25490
NONHSAT002627,P49711
NONHSAT002627,P31260
NONHSAT002627,Q00839
NONHSAT002627,P49913
NONHSAT002627,Q15465
NONHSAT002627,P48431
NONHSAT002627,O43184
NONHSAT002627,Q7RTS3
NONHSAT002627,P78509
NONHSAT002658,O15042
NONHSAT002658,O60306
NONHSAT002658,O60341
NONHSAT002658,O95707
NONHSAT002658,P01189
NONHSAT002658,P01344
NONHSAT002658,P04150
NONHSAT002658,P04637
NONHSAT002658,P05455
NONHSAT002658,P07910
NONHSAT002658,P09132
NONHSAT002658,P14210
NONHSAT002658,P14859
NONHSAT002658,P23246
NONHSAT002658,P35453
NONHSAT002658,P55899
NONHSAT002658,P61011
NONHSAT002658,P62140
NONHSAT002658,P78345
NONHSAT002658,P84243
NONHSAT002658,Q01844
NONHSAT002658,Q13285
NONHSAT002658,Q13952
NONHSAT002658,Q15233
NONHSAT002658,Q15287
NONHSAT002658,Q15910
NONHSAT002658,Q4G0J3
NONHSAT002658,Q8IUX4
NONHSAT002658,Q8IYB3
NONHSAT002658,Q8WXF1
NONHSAT002658,Q92994
NONHSAT002658,Q96BK5
NONHSAT002658,Q96PU8
NONHSAT002658,Q99575
NONHSAT002658,Q9H633
NONHSAT002658,Q9HCE1
NONHSAT002658,Q9HCJ0
NONHSAT002658,Q9UKL0
NONHSAT002658,Q9UPQ9
NONHSAT002658,P56178
NONHSAT002658,P08151
NONHSAT002658,Q9H9S0
NONHSAT002658,Q99988
NONHSAT002658,P25490
NONHSAT002658,P49711
NONHSAT002658,P31260
NONHSAT002658,Q00839
NONHSAT002658,P49913
NONHSAT002658,Q15465
NONHSAT002658,P48431
NONHSAT002658,O43184
NONHSAT002658,Q7RTS3
NONHSAT002658,P78509
NONHSAT002955,O15042
NONHSAT002955,O60306
NONHSAT002955,O60341
NONHSAT002955,O95707
NONHSAT002955,P01189
NONHSAT002955,P01344
NONHSAT002955,P04150
NONHSAT002955,P04637
NONHSAT002955,P05455
NONHSAT002955,P07910
NONHSAT002955,P09132
NONHSAT002955,P14210
NONHSAT002955,P14859
NONHSAT002955,P23246
NONHSAT002955,P35453
NONHSAT002955,P55899
NONHSAT002955,P61011
NONHSAT002955,P62140
NONHSAT002955,P78345
NONHSAT002955,P84243
NONHSAT002955,Q01844
NONHSAT002955,Q13285
NONHSAT002955,Q13952
NONHSAT002955,Q15233
NONHSAT002955,Q15287
NONHSAT002955,Q15910
NONHSAT002955,Q4G0J3
NONHSAT002955,Q8IUX4
NONHSAT002955,Q8IYB3
NONHSAT002955,Q8WXF1
NONHSAT002955,Q92994
NONHSAT002955,Q96BK5
NONHSAT002955,Q96PU8
NONHSAT002955,Q99575
NONHSAT002955,Q9H633
NONHSAT002955,Q9HCE1
NONHSAT002955,Q9HCJ0
NONHSAT002955,Q9UKL0
NONHSAT002955,Q9UPQ9
NONHSAT002955,P56178
NONHSAT002955,P08151
NONHSAT002955,Q9H9S0
NONHSAT002955,Q99988
NONHSAT002955,P25490
NONHSAT002955,P49711
NONHSAT002955,P31260
NONHSAT002955,Q00839
NONHSAT002955,P49913
NONHSAT002955,Q15465
NONHSAT002955,P48431
NONHSAT002955,O43184
NONHSAT002955,Q7RTS3
NONHSAT002955,P78509
NONHSAT002967,O15042
NONHSAT002967,O60306
NONHSAT002967,O60341
NONHSAT002967,O95707
NONHSAT002967,P01189
NONHSAT002967,P01344
NONHSAT002967,P04150
NONHSAT002967,P04637
NONHSAT002967,P05455
NONHSAT002967,P07910
NONHSAT002967,P09132
NONHSAT002967,P14210
NONHSAT002967,P14859
NONHSAT002967,P23246
NONHSAT002967,P35453
NONHSAT002967,P55899
NONHSAT002967,P61011
NONHSAT002967,P62140
NONHSAT002967,P78345
NONHSAT002967,P84243
NONHSAT002967,Q01844
NONHSAT002967,Q13285
NONHSAT002967,Q13952
NONHSAT002967,Q15233
NONHSAT002967,Q15287
NONHSAT002967,Q15910
NONHSAT002967,Q4G0J3
NONHSAT002967,Q8IUX4
NONHSAT002967,Q8IYB3
NONHSAT002967,Q8WXF1
NONHSAT002967,Q92994
NONHSAT002967,Q96BK5
NONHSAT002967,Q96PU8
NONHSAT002967,Q99575
NONHSAT002967,Q9H633
NONHSAT002967,Q9HCE1
NONHSAT002967,Q9HCJ0
NONHSAT002967,Q9UKL0
NONHSAT002967,Q9UPQ9
NONHSAT002967,P56178
NONHSAT002967,P08151
NONHSAT002967,Q9H9S0
NONHSAT002967,Q99988
NONHSAT002967,P25490
NONHSAT002967,P49711
NONHSAT002967,P31260
NONHSAT002967,Q00839
NONHSAT002967,P49913
NONHSAT002967,Q15465
NONHSAT002967,P48431
NONHSAT002967,O43184
NONHSAT002967,Q7RTS3
NONHSAT002967,P78509
NONHSAT003081,O15042
NONHSAT003081,O60306
NONHSAT003081,O60341
NONHSAT003081,O95707
NONHSAT003081,P01189
NONHSAT003081,P01344
NONHSAT003081,P04150
NONHSAT003081,P04637
NONHSAT003081,P05455
NONHSAT003081,P07910
NONHSAT003081,P09132
NONHSAT003081,P14210
NONHSAT003081,P14859
NONHSAT003081,P23246
NONHSAT003081,P35453
NONHSAT003081,P55899
NONHSAT003081,P61011
NONHSAT003081,P62140
NONHSAT003081,P78345
NONHSAT003081,P84243
NONHSAT003081,Q01844
NONHSAT003081,Q13285
NONHSAT003081,Q13952
NONHSAT003081,Q15233
NONHSAT003081,Q15287
NONHSAT003081,Q15910
NONHSAT003081,Q4G0J3
NONHSAT003081,Q8IUX4
NONHSAT003081,Q8IYB3
NONHSAT003081,Q8WXF1
NONHSAT003081,Q92994
NONHSAT003081,Q96BK5
NONHSAT003081,Q96PU8
NONHSAT003081,Q99575
NONHSAT003081,Q9H633
NONHSAT003081,Q9HCE1
NONHSAT003081,Q9HCJ0
NONHSAT003081,Q9UKL0
NONHSAT003081,Q9UPQ9
NONHSAT003081,P56178
NONHSAT003081,P08151
NONHSAT003081,Q9H9S0
NONHSAT003081,Q99988
NONHSAT003081,P25490
NONHSAT003081,P49711
NONHSAT003081,P31260
NONHSAT003081,Q00839
NONHSAT003081,P49913
NONHSAT003081,Q15465
NONHSAT003081,P48431
NONHSAT003081,O43184
NONHSAT003081,Q7RTS3
NONHSAT003081,P78509
NONHSAT003132,O15042
NONHSAT003132,O60306
NONHSAT003132,O60341
NONHSAT003132,O95707
NONHSAT003132,P01189
NONHSAT003132,P01344
NONHSAT003132,P04150
NONHSAT003132,P04637
NONHSAT003132,P05455
NONHSAT003132,P07910
NONHSAT003132,P09132
NONHSAT003132,P14210
NONHSAT003132,P14859
NONHSAT003132,P23246
NONHSAT003132,P35453
NONHSAT003132,P55899
NONHSAT003132,P61011
NONHSAT003132,P62140
NONHSAT003132,P78345
NONHSAT003132,P84243
NONHSAT003132,Q01844
NONHSAT003132,Q13285
NONHSAT003132,Q13952
NONHSAT003132,Q15233
NONHSAT003132,Q15287
NONHSAT003132,Q15910
NONHSAT003132,Q4G0J3
NONHSAT003132,Q8IUX4
NONHSAT003132,Q8IYB3
NONHSAT003132,Q8WXF1
NONHSAT003132,Q92994
NONHSAT003132,Q96BK5
NONHSAT003132,Q96PU8
NONHSAT003132,Q99575
NONHSAT003132,Q9H633
NONHSAT003132,Q9HCE1
NONHSAT003132,Q9HCJ0
NONHSAT003132,Q9UKL0
NONHSAT003132,Q9UPQ9
NONHSAT003132,P56178
NONHSAT003132,P08151
NONHSAT003132,Q9H9S0
NONHSAT003132,Q99988
NONHSAT003132,P25490
NONHSAT003132,P49711
NONHSAT003132,P31260
NONHSAT003132,Q00839
NONHSAT003132,P49913
NONHSAT003132,Q15465
NONHSAT003132,P48431
NONHSAT003132,O43184
NONHSAT003132,Q7RTS3
NONHSAT003132,P78509
NONHSAT004175,O15042
NONHSAT004175,O60306
NONHSAT004175,O60341
NONHSAT004175,O95707
NONHSAT004175,P01189
NONHSAT004175,P01344
NONHSAT004175,P04150
NONHSAT004175,P04637
NONHSAT004175,P05455
NONHSAT004175,P07910
NONHSAT004175,P09132
NONHSAT004175,P14210
NONHSAT004175,P14859
NONHSAT004175,P23246
NONHSAT004175,P35453
NONHSAT004175,P55899
NONHSAT004175,P61011
NONHSAT004175,P62140
NONHSAT004175,P78345
NONHSAT004175,P84243
NONHSAT004175,Q01844
NONHSAT004175,Q13285
NONHSAT004175,Q13952
NONHSAT004175,Q15233
NONHSAT004175,Q15287
NONHSAT004175,Q15910
NONHSAT004175,Q4G0J3
NONHSAT004175,Q8IUX4
NONHSAT004175,Q8IYB3
NONHSAT004175,Q8WXF1
NONHSAT004175,Q92994
NONHSAT004175,Q96BK5
NONHSAT004175,Q96PU8
NONHSAT004175,Q99575
NONHSAT004175,Q9H633
NONHSAT004175,Q9HCE1
NONHSAT004175,Q9HCJ0
NONHSAT004175,Q9UKL0
NONHSAT004175,Q9UPQ9
NONHSAT004175,P56178
NONHSAT004175,P08151
NONHSAT004175,Q9H9S0
NONHSAT004175,Q99988
NONHSAT004175,P25490
NONHSAT004175,P49711
NONHSAT004175,P31260
NONHSAT004175,Q00839
NONHSAT004175,P49913
NONHSAT004175,Q15465
NONHSAT004175,P48431
NONHSAT004175,O43184
NONHSAT004175,Q7RTS3
NONHSAT004175,P78509
NONHSAT004185,O15042
NONHSAT004185,O60306
NONHSAT004185,O60341
NONHSAT004185,O95707
NONHSAT004185,P01189
NONHSAT004185,P01344
NONHSAT004185,P04150
NONHSAT004185,P04637
NONHSAT004185,P05455
NONHSAT004185,P07910
NONHSAT004185,P09132
NONHSAT004185,P14210
NONHSAT004185,P14859
NONHSAT004185,P23246
NONHSAT004185,P35453
NONHSAT004185,P55899
NONHSAT004185,P61011
NONHSAT004185,P62140
NONHSAT004185,P78345
NONHSAT004185,P84243
NONHSAT004185,Q01844
NONHSAT004185,Q13285
NONHSAT004185,Q13952
NONHSAT004185,Q15233
NONHSAT004185,Q15287
NONHSAT004185,Q15910
NONHSAT004185,Q4G0J3
NONHSAT004185,Q8IUX4
NONHSAT004185,Q8IYB3
NONHSAT004185,Q8WXF1
NONHSAT004185,Q92994
NONHSAT004185,Q96BK5
NONHSAT004185,Q96PU8
NONHSAT004185,Q99575
NONHSAT004185,Q9H633
NONHSAT004185,Q9HCE1
NONHSAT004185,Q9HCJ0
NONHSAT004185,Q9UKL0
NONHSAT004185,Q9UPQ9
NONHSAT004185,P56178
NONHSAT004185,P08151
NONHSAT004185,Q9H9S0
NONHSAT004185,Q99988
NONHSAT004185,P25490
NONHSAT004185,P49711
NONHSAT004185,P31260
NONHSAT004185,Q00839
NONHSAT004185,P49913
NONHSAT004185,Q15465
NONHSAT004185,P48431
NONHSAT004185,O43184
NONHSAT004185,Q7RTS3
NONHSAT004185,P78509
NONHSAT004237,O15042
NONHSAT004237,O60306
NONHSAT004237,O60341
NONHSAT004237,O95707
NONHSAT004237,P01189
NONHSAT004237,P01344
NONHSAT004237,P04150
NONHSAT004237,P04637
NONHSAT004237,P05455
NONHSAT004237,P07910
NONHSAT004237,P09132
NONHSAT004237,P14210
NONHSAT004237,P14859
NONHSAT004237,P23246
NONHSAT004237,P35453
NONHSAT004237,P55899
NONHSAT004237,P61011
NONHSAT004237,P62140
NONHSAT004237,P78345
NONHSAT004237,P84243
NONHSAT004237,Q01844
NONHSAT004237,Q13285
NONHSAT004237,Q13952
NONHSAT004237,Q15233
NONHSAT004237,Q15287
NONHSAT004237,Q15910
NONHSAT004237,Q4G0J3
NONHSAT004237,Q8IUX4
NONHSAT004237,Q8IYB3
NONHSAT004237,Q8WXF1
NONHSAT004237,Q92994
NONHSAT004237,Q96BK5
NONHSAT004237,Q96PU8
NONHSAT004237,Q99575
NONHSAT004237,Q9H633
NONHSAT004237,Q9HCE1
NONHSAT004237,Q9HCJ0
NONHSAT004237,Q9UKL0
NONHSAT004237,Q9UPQ9
NONHSAT004237,P56178
NONHSAT004237,P08151
NONHSAT004237,Q9H9S0
NONHSAT004237,Q99988
NONHSAT004237,P25490
NONHSAT004237,P49711
NONHSAT004237,P31260
NONHSAT004237,Q00839
NONHSAT004237,P49913
NONHSAT004237,Q15465
NONHSAT004237,P48431
NONHSAT004237,O43184
NONHSAT004237,Q7RTS3
NONHSAT004237,P78509
NONHSAT004238,O15042
NONHSAT004238,O60306
NONHSAT004238,O60341
NONHSAT004238,O95707
NONHSAT004238,P01189
NONHSAT004238,P01344
NONHSAT004238,P04150
NONHSAT004238,P04637
NONHSAT004238,P05455
NONHSAT004238,P07910
NONHSAT004238,P09132
NONHSAT004238,P14210
NONHSAT004238,P14859
NONHSAT004238,P23246
NONHSAT004238,P35453
NONHSAT004238,P55899
